,actions,availability,bucket_name,discount_asked,discount_obtained,id,nightly_price,nightly_price_scraped,response
31,[],-1,days1_weeksM,0.7,0,2934692,62.0,$102,"Hi Michele! 

Thanks for your message. I'd be happy to have you as my guest. 

I typically only offer discounts for week and month long bookings, sorry about that. If you're still interested in booking, let me know and I'll pre-approve you right away! 

Have a good day! 

Best, 
Summer  *************** Hi Summer, my name is Michele and I am interested in staying at your place for 1 day, from 2016-05-08 to 2016-05-09. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $40/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
32,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817779778.0.0""><span data-reactid="".4.3.0:$817779778.0.0.0""><span data-reactid="".4.3.0:$817779778.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$817779778.0.0.0.$0"">Oggi alle 20:42</span></span></span>]",-1,days1_weeksM,0.8,0,8016109,174.0,$254,"Hi Michelle & Rob, my name is Michele and I am interested in staying at your place for 1 day, from 2016-05-12 to 2016-05-13. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $135/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
33,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$816518944.0.0""><span data-reactid="".4.3.0:$816518944.0.0.0""><span data-reactid="".4.3.0:$816518944.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".4.3.0:$816518944.0.0.0.$0"">Oggi alle 01:16</span></span></span>]",-1,days1_weeksM,0.9,0,10685496,20.0,$22,"Hi Jessica, my name is Michele and I am interested in staying at your place for 1 day, from 2016-04-27 to 2016-04-28. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $15/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
34,"[<span class=""horizontal-rule-wrapper"" data-reactid="".4.3.0:$817242765.0.0""><span data-reactid="".4.3.0:$817242765.0.0.0""><span data-reactid="".4.3.0:$817242765.0.0.0.$0"">Steven &amp; Folasade</span><span data-reactid="".4.3.0:$817242765.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".4.3.0:$817242765.0.0.0.$1"">Oggi alle 14:51</span></span></span>]",-1,days1_weeksM,0.6,0,4129541,51.0,$55,"Sorry Michele $30 is unrealistic. *************** Hello Michele. We can accommodate your stay. *************** Hi Steven & Folasade, my name is Michele and I am interested in staying at your place for 1 day, from 2016-06-01 to 2016-06-02. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $30/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
35,[],-1,days1_weeksM,0.7,0,9626243,55.0,$80,"Hi Dea, my name is Michele and I am interested in staying at your place for 1 day, from 2016-05-31 to 2016-06-01. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
36,[],-1,days1_weeksM,0.8,0,6812924,115.0,$165,"Hi Michele!
Thanks  for your request.  Unfortunately  I cannot accommodate the price .
Have fun in NY ! *************** Hi Elle, my name is Michele and I am interested in staying at your place for 1 day, from 2016-05-28 to 2016-05-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 2 collegues of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $90/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
37,[],-1,days1_weeksM,0.9,0,7824740,58.0,$73,"Hi Garvey, my name is Michele and I am interested in staying at your place for 1 day, from 2016-05-22 to 2016-05-23. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with a collegue of mine, who will stay with me.  Because my schedule match perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $50/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
38,[],-1,days2_weeks1,0.9,0,1873304,82.0,$119,"Hi Michele, 
 The apartment is available. and I would love to host you . However I will not be able to reduce the price at this time. 
 Bryan *************** Hi Bryan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-27 to 2016-03-29. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $70/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
39,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815160361.0.0""><span data-reactid="".5.3.0:$815160361.0.0.0""><span data-reactid="".5.3.0:$815160361.0.0.0.$0"">Xiaoyan(\u6653\u71d5)</span><span data-reactid="".5.3.0:$815160361.0.0.0.1""> ti ha pre-approvato il </span><span data-reactid="".5.3.0:$815160361.0.0.0.$1"">lo scorso Sabato alle 22:43</span></span></span>]",-1,days2_weeks1,0.6,0,6067536,65.0,$145,"Hi, Michele

It is available to book but the price is already low for this studio in this area. *************** Hi Xiaoyan, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-29 to 2016-03-31. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world.I will visit New York a few times this year to work on a project with a local school. I will be there with 3 collegues of mine, who will stay with me.  Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $35/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
40,"[<span class=""horizontal-rule-wrapper"" data-reactid="".5.3.0:$815258295.0.0""><span data-reactid="".5.3.0:$815258295.0.0.0""><span data-reactid="".5.3.0:$815258295.0.0.0.0"">Prenotazione rifiutata il </span><span data-reactid="".5.3.0:$815258295.0.0.0.$0"">Ieri alle 00:38</span></span></span>]",-1,days2_weeks1,0.7,0,8294259,37.0,$58,"Sorry Michele. Your dates are too close to a booking I currently have.  *************** Hi Yahaira, my name is Michele and I am interested in staying at your place for 2 days, from 2016-03-28 to 2016-03-30. The calendar is open on these days and I am wondering if it is still available? A little bit more about myself: I am a graduate student from Milan, Italy and study Communication Design. I am fond of exploring cultures and visual arts around the world. Since the trip is coming up very soon, and I found my schedule matches perfectly with the opening in your calendar, I am wondering if you would be willing to lower the rate to $25/night? I would be willing to make the booking immediately if the price is ok with you. *************** "
